Sample	Total_number_of_reads	Percentage_reads_mapped	BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	Run	Duplication	Methode	Number_variants	Perc_dbSNP_variants	Perc_PASS_variants
U106602PM2017D04733	108763336	99.68%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	108259280	108259280	 95754996	1	0.884497	 91565444	0.956247	13543693768	6674095941	3422296049	3447301778	4621044778	0.745468	0.254532	0.661038	 98.77167	105.94417	0.408273	0.282682	22.57633	0.015527	1.655378	0.982625	0.975669	0.968272	0.955852	0.931335	0.887688	0.468075	158344820	4.940343	5.033343	5.129160	5.236250	5.341086	5.990390	 4.322980	1.567797	170814_NB501012_0177_AHFNYWBGX3	11.5335166675638	Exomes	146603	0.8843543447269155	0.8443005941215391
U106602CM2017D10994	92129567	99.63%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 91547780	 91547780	 82640623	1	0.902705	 78886855	0.954577	11595410991	5518713298	3047955125	3028742568	3823218658	0.738798	0.261202	0.644208	 81.67287	 87.65007	0.399221	0.276570	21.80468	0.015346	1.685578	0.982559	0.974698	0.964430	0.942286	0.894880	0.815000	0.311049	158798735	5.214450	5.313738	5.422481	5.526496	5.656988	6.383205	 4.811823	1.206929	170814_NB501012_0177_AHFNYWBGX3	9.70417570064068	Exomes	143827	0.88705180529386	0.8432908980928476
U079233PF2010D10954	103934841	99.57%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	103305334	103305334	 88758421	1	0.859185	 84711764	0.954408	12451631524	5932390826	3273954460	3245286238	4107285010	0.739369	0.260631	0.644381	 87.79499	 94.23599	0.380303	0.263303	21.82737	0.016239	1.653263	0.981791	0.974126	0.965548	0.949691	0.915045	0.851712	0.367875	119964094	5.136137	5.264182	5.413567	5.568288	5.737947	6.839131	 4.335012	1.388298	170814_NB501012_0177_AHFNYWBGX3	14.0559672986695	Exomes	143754	0.8864518552527234	0.8476772820234567
U179708CM2017D11099	118393115	99.57%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	117655310	117655310	105920814	1	0.900264	101056952	0.954080	14859719922	6862677867	3758490275	4238551780	4754603245	0.714762	0.285238	0.646132	101.56255	108.94099	0.386283	0.267624	21.15831	0.014438	1.650621	0.983367	0.975951	0.969043	0.957656	0.935870	0.896754	0.490685	191660850	5.235935	5.317981	5.409142	5.491188	5.591466	6.131144	 3.901375	1.441193	170814_NB501012_0177_AHFNYWBGX3	9.95456561478513	Exomes	143677	0.8846231477550338	0.8405868719419253
U180018CF2017D12038	96845399	99.58%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 96173872	 96173872	 83367437	1	0.866841	 79416424	0.952607	11653528059	5312072076	2969152683	3372303300	3695822148	0.710620	0.289380	0.641460	 78.61473	 84.78347	0.365788	0.254494	20.88356	0.016087	1.730275	0.981727	0.973151	0.961776	0.934959	0.876211	0.784915	0.288540	113698641	5.606851	5.770268	5.948542	6.134243	6.340743	7.778816	 5.577498	1.460388	170814_NB501012_0177_AHFNYWBGX3	13.2799274948469	Exomes	140190	0.8913617233754191	0.8458306583921821
U179702CF2017D11092	115363815	99.58%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	114736866	114736866	100381197	1	0.874882	95846626	0.954826	14094485304	6636861409	3622913378	3834710517	4583488351	0.727928	0.272072	0.646882	98.22063	105.12511	0.383074	0.264555	21.57305	0.015688	1.617309	0.982235	0.974739	0.967157	0.955206	0.933121	0.893092	0.465836	150017216	5.065657	5.172357	5.273129	5.385756	5.503126	6.228685	1.945182	1.939404	170814_NB501039_0157_AHFVCFBGX3	12.4968415498189	Exomes	139456	0.895830943093162	0.8522473038090868
U138914CF2013D00794	88037818	99.54%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 87545908	 87545908	 77656735	1	0.887040	74167481	0.955068	10897968683	5128860781	2800913376	2968194526	3555328781	0.727638	0.272362	0.646785	75.90334	 81.60525	0.387979	0.268947	21.56122	0.016572	1.665413	0.981301	0.972732	0.961056	0.934888	0.876273	0.781094	0.255747	127797533	5.222752	5.351523	5.487072	5.636176	5.790701	6.799183	4.194359	1.448793	170814_NB501039_0157_AHFVCFBGX3	11.2852915385211	Exomes	140485	0.8925080969498523	0.8561483432394917
U084276CFD050648	103504595	99.54%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	102922676	102922676	 90718026	1	0.881419	86475450	0.953233	12702494898	6120590014	3187232849	3394672035	4248896558	0.732755	0.267245	0.657575	90.58020	 97.48904	0.393827	0.273393	22.07508	0.016249	1.710334	0.981730	0.974225	0.965255	0.948151	0.912896	0.852507	0.395889	143650462	5.215973	5.335246	5.454519	5.581743	5.715328	6.567730	5.815478	1.299793	170814_NB501039_0157_AHFVCFBGX3	11.8453952711632	Exomes	140917	0.8947465529354158	0.8501742160278746
U179924CF2017D11716	100434303	99.60%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 99879688	 99879688	 86679629	1	0.867840	82763436	0.954820	12172656928	5909661752	3116094641	3146900535	4076322421	0.741478	0.258522	0.654755	87.45861	 93.54799	0.391840	0.270280	22.24207	0.016449	1.641193	0.981302	0.973493	0.964431	0.948279	0.914970	0.854457	0.363292	125247744	5.016303	5.140172	5.269203	5.403395	5.552038	6.518220	2.783877	1.773600	170814_NB501039_0157_AHFVCFBGX3	13.195607066088	Exomes	140679	0.8950305304985108	0.8527783109063897
U166942CM2016D22989	106276379	99.35%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	105660936	105660936	 93162433	1	0.881711	88394440	0.948821	12970289088	6354694932	3131613542	3483980614	4431323239	0.731388	0.268612	0.669881	94.04477	101.53643	0.398294	0.277742	22.44621	0.015085	1.781341	0.983100	0.975717	0.967173	0.948470	0.910169	0.848589	0.427944	147019025	5.324724	5.438376	5.560146	5.690033	5.826415	6.683674	7.694700	1.114559	170814_NB501039_0157_AHFVCFBGX3	11.8375885326816	Exomes	140632	0.8956211957449229	0.8490030718470902
U179687CM2017D11031	99263946	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 98697938	 98697938	 86685457	1	0.878290	82738263	0.954465	12157476133	5781345067	3220139654	3155991412	3999588320	0.740407	0.259593	0.642266	85.55962	 91.68261	0.387922	0.268368	21.78630	0.015284	1.637190	0.982747	0.974536	0.964890	0.946225	0.908148	0.842345	0.348355	134909673	5.090203	5.197159	5.324488	5.456910	5.597481	6.477579	2.403411	1.723932	170814_NB501039_0157_AHFVCFBGX3	12.1554479083464	Exomes	139619	0.8951790229123543	0.8503427183979257
U156790CM2016D20361	101666515	99.50%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	101102508	101102508	 87564216	1	0.866093	83434174	0.952834	12259508966	5825831207	3176270359	3257407400	4031532472	0.734295	0.265705	0.647163	86.21798	 92.43608	0.381609	0.264077	21.77122	0.015569	1.680656	0.982443	0.974382	0.964819	0.946300	0.908211	0.841590	0.352336	123365262	5.234313	5.367155	5.510417	5.671911	5.831322	6.931567	3.339012	1.610154	170814_NB501039_0157_AHFVCFBGX3	13.3827775671092	Exomes	139636	0.8909808358875935	0.8511343779541093
U179924CF2017D11718	96843712	99.51%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 96290016	 96290016	 83260301	1	0.864683	79388056	0.953492	11671950760	5515483068	2958318488	3198149204	3805117699	0.725997	0.274003	0.650887	81.62506	 87.33116	0.379337	0.261704	21.64901	0.016325	1.647758	0.981393	0.973014	0.962679	0.942920	0.900670	0.826255	0.306647	114869744	5.179945	5.328966	5.473019	5.634458	5.814773	6.995016	2.244622	1.857804	170814_NB501039_0157_AHFVCFBGX3	13.5207356586685	Exomes	140604	0.8955506244488066	0.8528491365821741
U179894CM2017D11695	113231208	99.59%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	112733410	112733410	 97894632	1	0.868373	 93489022	0.954996	13749201744	6355491627	3659132950	3734577167	4398063299	0.728379	0.271621	0.634621	 94.05657	100.77301	0.373353	0.258364	21.17725	0.014519	1.652017	0.983298	0.975373	0.967043	0.952588	0.924549	0.874284	0.425314	139424115	5.271111	5.393469	5.521652	5.655663	5.798996	6.693952	2.628497	1.926112	170816_NB501012_0178_AH535KBGX3	13.1591125544051	Exomes	143353	0.8776377194756998	0.8409590312026954
U179884CM2017D11679	134169026	99.58%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	133596214	133596214	117159202	1	0.876965	111849979	0.954684	16464317296	7747095000	4327329584	4389892712	5349375646	0.733369	0.266631	0.641612	114.65126	122.52958	0.384032	0.265175	21.55724	0.014110	1.655805	0.983699	0.976327	0.969779	0.960719	0.945803	0.920625	0.592741	179243783	5.183956	5.266879	5.360168	5.463821	5.559183	6.164520	2.152986	2.076959	170816_NB501012_0178_AH535KBGX3	12.3023583821601	Exomes	141731	0.8815290938467942	0.8394493794582696
U179893CM2017D11694	118734487	99.63%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	118240642	118240642	102939598	1	0.870594	 98336345	0.955282	14472495478	6685304915	3826559774	3960630789	4622704946	0.726334	0.273666	0.635977	 98.93756	105.87953	0.374436	0.258912	21.16293	0.014272	1.654368	0.983436	0.975576	0.967726	0.955130	0.931265	0.888703	0.466875	148891094	5.284248	5.394371	5.513671	5.632971	5.763283	6.585535	2.624071	1.941933	170816_NB501012_0178_AH535KBGX3	12.9341494850328	Exomes	142015	0.8805126219061367	0.8394958279055029
U165351CM2017D11794	122252061	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	121701816	121701816	105935635	1	0.870452	101117843	0.954522	14866067855	6984671270	3766865851	4114530734	4852193870	0.723227	0.276773	0.649644	103.36796	111.15216	0.380077	0.264037	21.52523	0.014319	1.684124	0.983496	0.976026	0.968969	0.957901	0.936729	0.898630	0.504454	152238531	5.262685	5.366383	5.479508	5.602060	5.720842	6.505176	4.795552	1.504211	170816_NB501012_0178_AH535KBGX3	12.953384086146	Exomes	142135	0.8829985577092201	0.8465754388433532
U179847CM2017D11533	98238960	99.65%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 97811406	 97811406	 85984669	1	0.879086	 82141338	0.955302	12092095747	5721545599	3252945436	3117604712	3952291450	0.742178	0.257822	0.637534	 84.67463	 90.57456	0.387389	0.267598	21.67753	0.015303	1.646810	0.982667	0.974116	0.963429	0.943462	0.904022	0.836852	0.340031	135454764	5.151604	5.265510	5.392072	5.523697	5.675572	6.586819	1.491174	2.273243	170816_NB501012_0178_AH535KBGX3	12.0805816720538	Exomes	147375	0.879518235793045	0.8436709075487702
U179983CF2017D11927	114825106	99.61%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	114316304	114316304	 99685975	1	0.872019	 95337919	0.956382	14019806378	6678526006	3692013262	3649267110	4628330375	0.739706	0.260294	0.643990	 98.83723	106.14544	0.386897	0.268126	21.82411	0.015631	1.658523	0.982254	0.974916	0.967706	0.956406	0.934464	0.892496	0.469212	148068228	5.128244	5.234786	5.341328	5.465627	5.589925	6.364130	4.207652	1.569882	170816_NB501012_0178_AH535KBGX3	12.7907439899849	Exomes	146429	0.8789242568070532	0.8432550929119231
U165693CF2017D11804	90354257	99.61%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 89979838	 89979838	 78559461	1	0.873078	 75182101	0.957009	11063809604	5308396615	2922590356	2832822633	3675769694	0.743956	0.256044	0.644928	 78.56033	 84.37237	0.390698	0.270537	21.98147	0.016867	1.654360	0.981132	0.972679	0.962046	0.939723	0.890378	0.805727	0.280697	118527089	5.106305	5.239187	5.381394	5.539920	5.707771	6.826778	3.363354	1.678874	170816_NB501012_0178_AH535KBGX3	12.6894262124224	Exomes	145918	0.8831878178154854	0.8491687111939582
U179894CM2017D11695	113231208	99.59%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	112733410	112733410	 97894632	1	0.868373	 93489022	0.954996	13749201744	6355491627	3659132950	3734577167	4398063299	0.728379	0.271621	0.634621	 94.05657	100.77301	0.373353	0.258364	21.17725	0.014519	1.652017	0.983298	0.975373	0.967043	0.952588	0.924549	0.874284	0.425314	139424115	5.271111	5.393469	5.521652	5.655663	5.798996	6.693952	2.628497	1.926112	170816_NB501012_0178_AH535KBGX3_old	13.1591125544051	Exomes	143353	0.8776377194756998	0.8409590312026954
U179884CM2017D11679	134169026	99.58%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	133596214	133596214	117159202	1	0.876965	111849979	0.954684	16464317296	7747095000	4327329584	4389892712	5349375646	0.733369	0.266631	0.641612	114.65126	122.52958	0.384032	0.265175	21.55724	0.014110	1.655805	0.983699	0.976327	0.969779	0.960719	0.945803	0.920625	0.592741	179243783	5.183956	5.266879	5.360168	5.463821	5.559183	6.164520	2.152986	2.076959	170816_NB501012_0178_AH535KBGX3_old	12.3023583821601	Exomes	141731	0.8815290938467942	0.8394493794582696
U179893CM2017D11694	118734487	99.63%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	118240642	118240642	102939598	1	0.870594	 98336345	0.955282	14472495478	6685304915	3826559774	3960630789	4622704946	0.726334	0.273666	0.635977	 98.93756	105.87953	0.374436	0.258912	21.16293	0.014272	1.654368	0.983436	0.975576	0.967726	0.955130	0.931265	0.888703	0.466875	148891094	5.284248	5.394371	5.513671	5.632971	5.763283	6.585535	2.624071	1.941933	170816_NB501012_0178_AH535KBGX3_old	12.9341494850328	Exomes	142015	0.8805126219061367	0.8394958279055029
U165351CM2017D11794	122252061	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	121701816	121701816	105935635	1	0.870452	101117843	0.954522	14866067855	6984671270	3766865851	4114530734	4852193870	0.723227	0.276773	0.649644	103.36796	111.15216	0.380077	0.264037	21.52523	0.014319	1.684124	0.983496	0.976026	0.968969	0.957901	0.936729	0.898630	0.504454	152238531	5.262685	5.366383	5.479508	5.602060	5.720842	6.505176	4.795552	1.504211	170816_NB501012_0178_AH535KBGX3_old	12.953384086146	Exomes	142135	0.8829985577092201	0.8465754388433532
U179847CM2017D11533	98238960	99.65%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 97811406	 97811406	 85984669	1	0.879086	 82141338	0.955302	12092095747	5721545599	3252945436	3117604712	3952291450	0.742178	0.257822	0.637534	 84.67463	 90.57456	0.387389	0.267598	21.67753	0.015303	1.646810	0.982667	0.974116	0.963429	0.943462	0.904022	0.836852	0.340031	135454764	5.151604	5.265510	5.392072	5.523697	5.675572	6.586819	1.491174	2.273243	170816_NB501012_0178_AH535KBGX3_old	12.0805816720538	Exomes	147375	0.879518235793045	0.8436709075487702
U179848CM2017D11543	113990940	99.62%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	113489584	113489584	 99663862	1	0.878176	 95287349	0.956087	14026225127	6571828108	3749798477	3704598542	4535538430	0.735881	0.264119	0.636705	 97.25818	103.89367	0.383489	0.264665	21.46562	0.014319	1.649106	0.983433	0.975342	0.966965	0.953543	0.928623	0.884790	0.454070	154391738	5.195178	5.300992	5.412684	5.530256	5.657232	6.404985	2.040972	2.078399	170816_NB501012_0178_AH535KBGX3_old	12.1746257909197	Exomes	146125	0.8764687767322498	0.8419914456800685
U179983CF2017D11927	114825106	99.61%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	114316304	114316304	 99685975	1	0.872019	 95337919	0.956382	14019806378	6678526006	3692013262	3649267110	4628330375	0.739706	0.260294	0.643990	 98.83723	106.14544	0.386897	0.268126	21.82411	0.015631	1.658523	0.982254	0.974916	0.967706	0.956406	0.934464	0.892496	0.469212	148068228	5.128244	5.234786	5.341328	5.465627	5.589925	6.364130	4.207652	1.569882	170816_NB501012_0178_AH535KBGX3_old	12.7907439899849	Exomes	146429	0.8789242568070532	0.8432550929119231
U165693CF2017D11804	90354257	99.61%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 89979838	 89979838	 78559461	1	0.873078	 75182101	0.957009	11063809604	5308396615	2922590356	2832822633	3675769694	0.743956	0.256044	0.644928	 78.56033	 84.37237	0.390698	0.270537	21.98147	0.016867	1.654360	0.981132	0.972679	0.962046	0.939723	0.890378	0.805727	0.280697	118527089	5.106305	5.239187	5.381394	5.539920	5.707771	6.826778	3.363354	1.678874	170816_NB501012_0178_AH535KBGX3_old	12.6894262124224	Exomes	145918	0.8831878178154854	0.8491687111939582
U081904CM2009D11303	100399620	99.60%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 99910510	 99910510	 86575528	1	0.866531	82556048	0.953573	12170926221	5851855136	3159632276	3159438809	4059163243	0.740411	0.259589	0.649377	 86.60312	 93.03020	0.387887	0.269060	22.02764	0.015018	1.661254	0.982824	0.974538	0.965036	0.946505	0.908503	0.842383	0.360601	123333354	5.104228	5.228325	5.362763	5.507543	5.668869	6.698873	3.894021	1.639742	170818_NB501039_0159_AH3LNKBGX3	13.3352419038647	Exomes	146409	0.8903892520268563	0.8566481568756019
U081904PM2009D12501	114195943	99.59%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	113594980	113594980	 98520488	1	0.867296	93831388	0.952405	13824646760	6267993698	3445734200	4110918862	4346013012	0.702638	0.297362	0.645272	 92.76166	 99.54461	0.365420	0.253370	20.77172	0.014205	1.687197	0.983456	0.975661	0.967651	0.952898	0.922163	0.866494	0.412319	134554103	5.487913	5.611043	5.757626	5.892483	6.050792	7.049902	5.023754	1.295545	170818_NB501039_0159_AH3LNKBGX3	13.2552476941906	Exomes	147740	0.8899620955733044	0.8530188168403953
U036378CF2017D08141	117028056	99.65%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	116470172	116470172	100039304	1	0.858926	95476753	0.954392	14085374960	6975489210	3461859743	3648026007	4822338996	0.741006	0.258994	0.668320	103.23207	110.63798	0.396628	0.274199	22.68842	0.016225	1.627029	0.981516	0.974093	0.967095	0.956887	0.938194	0.903365	0.507876	136040461	4.849413	4.958071	5.066728	5.184441	5.305776	6.088112	3.636036	1.722238	170818_NB501039_0159_AH3LNKBGX3	14.089980965467	Exomes	160516	0.8908956116524209	0.8636086122255725
U178088CM2017D06782	95753957	99.58%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 95297024	 95297024	 82252272	1	0.863115	78492933	0.954295	11567329724	5534074168	3080588818	2952666738	3841870749	0.744741	0.255259	0.642402	 81.90019	 88.08293	0.384582	0.266985	21.91845	0.015256	1.693903	0.982340	0.973680	0.962584	0.939648	0.892161	0.814317	0.318919	115157186	5.234703	5.382694	5.540552	5.708276	5.891786	7.146756	4.001496	1.647355	170818_NB501039_0159_AH3LNKBGX3	13.6811016272315	Exomes	139780	0.8950708255830591	0.8524824724567177
U081904PF2009D12503	117959653	99.62%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	117355148	117355148	102167747	1	0.870586	97605643	0.955347	14384113939	6307111733	3643584137	4433418069	4364252910	0.691784	0.308216	0.633836	 93.34058	100.07645	0.355919	0.246281	20.08840	0.015275	1.640598	0.982307	0.974080	0.966115	0.953221	0.927305	0.878186	0.419538	140446509	5.523477	5.642064	5.778895	5.906603	6.056205	6.975706	2.820462	1.793548	170818_NB501039_0159_AH3LNKBGX3	12.9237754880107	Exomes	147964	0.8888310670163012	0.852328944878484
U176993CF2017D14505	98985374	99.61%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 98479286	 98479286	87545190	1	0.888971	83702282	0.956104	12317108458	5301493821	3285827195	3729787442	3678627255	0.697186	0.302814	0.617363	78.45818	84.36199	0.356514	0.247380	19.71912	0.015550	1.654157	0.981984	0.972606	0.961219	0.938669	0.890309	0.806940	0.282046	140275246	5.661687	5.791676	5.929311	6.074593	6.235168	7.226143	1.548784	2.148358	170818_NB501039_0159_AH3LNKBGX3_NICU_U176993	11.0895507642549	Exomes	140300	0.9056735566642908	0.8618674269422666
U176993PM2017D03790	94994046	99.62%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 94515562	 94515562	83826745	1	0.886909	80043118	0.954864	11792232564	5233909477	3042916709	3515406378	3631221179	0.701888	0.298112	0.632357	77.45798	83.20664	0.366730	0.254432	20.33425	0.014647	1.664133	0.982748	0.973471	0.961426	0.936362	0.884406	0.798081	0.272876	132964961	5.525091	5.657182	5.803950	5.950718	6.109227	7.130730	1.838552	2.063839	170818_NB501039_0159_AH3LNKBGX3_NICU_U176993	11.2955658897997	Exomes	139293	0.9075976538663105	0.8621897726375338
U179844CF2017D11522	105178771	99.55%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	104741368	104741368	 90572558	1	0.864726	 86395826	0.953885	12704409315	5800409584	3378907628	3525092103	4014048604	0.722530	0.277470	0.631900	 85.84176	 92.07312	0.366744	0.253798	20.91713	0.015755	1.674057	0.982160	0.973753	0.964085	0.946352	0.908228	0.839899	0.347611	125033253	5.434564	5.564252	5.720958	5.880366	6.053823	7.208043	3.464405	1.948643	170821_NB501012_0180_AH52MKBGX3	13.5320260094586	Exomes	144503	0.8800163318408615	0.8411520868078863
U136918PM2017D06279	112021363	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	111588442	111588442	 95003792	1	0.851377	 90693226	0.954627	13354335769	6382668035	3576913328	3394754406	4419266965	0.745794	0.254206	0.640857	 94.45876	101.29991	0.378797	0.262273	21.89666	0.014985	1.660654	0.982961	0.975196	0.966725	0.952070	0.923685	0.873454	0.429159	123787104	5.137620	5.267457	5.414606	5.561754	5.719290	6.785683	3.200818	1.919902	170821_NB501012_0180_AH52MKBGX3	14.8698297134105	Exomes	142922	0.8789619512741216	0.8400876002294958
U179881CM2017D11673	131404921	99.59%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	130854944	130854944	113515124	1	0.867488	108387101	0.954825	15951488435	7374880050	4115515259	4461093126	5106772600	0.720334	0.279666	0.641830	109.14276	116.93429	0.373240	0.258452	21.18126	0.013592	1.670490	0.984110	0.976557	0.969523	0.959272	0.941618	0.910472	0.549351	159323259	5.319005	5.420484	5.532111	5.643738	5.759424	6.506309	3.222163	2.023917	170821_NB501012_0180_AH52MKBGX3	13.2496395701491	Exomes	145103	0.8764946279539362	0.8378324362694086
U136918PF2017D06281	98327738	99.57%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 97936868	 97936868	 83205392	1	0.849582	 79465492	0.955052	11699171173	5621940851	3080129393	2997100929	3895128919	0.743819	0.256181	0.646046	 83.20056	 89.40045	0.380157	0.263390	22.01553	0.016586	1.686801	0.981468	0.973000	0.962162	0.940495	0.895634	0.820581	0.329009	106991480	5.208394	5.367949	5.532569	5.725047	5.919552	7.354026	3.781811	2.031717	170821_NB501012_0180_AH52MKBGX3	15.0463880239728	Exomes	143331	0.8802143290704733	0.8421137088278181
U179885CM2017D11680	81075543	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 80758020	 80758020	 71003565	1	0.879214	 67726558	0.953847	 9939971635	4636473309	2648524867	2654973459	3210525968	0.732899	0.267101	0.636441	 68.61637	 73.60534	0.380211	0.263277	21.36981	0.015517	1.672849	0.982351	0.972333	0.955725	0.916552	0.836651	0.719064	0.189600	110691563	5.320592	5.482720	5.644847	5.831918	6.033954	7.410793	2.714215	2.028598	170821_NB501012_0180_AH52MKBGX3	12.0846707638323	Exomes	150490	0.8860987441025981	0.8511927702837397
U179845CM2017D11524	90952023	99.59%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 90579282	 90579282	 78311110	1	0.864559	 74711742	0.954038	10985980454	5198026212	2839755054	2948199188	3623022729	0.731640	0.268360	0.646699	 76.92694	 83.03063	0.380043	0.264890	21.67692	0.015132	1.766609	0.982954	0.973204	0.955626	0.917927	0.852031	0.761063	0.279044	109367991	5.513417	5.681673	5.863949	6.060247	6.290196	7.860580	6.053610	1.631061	170821_NB501012_0180_AH52MKBGX3	13.5446305826118	Exomes	143431	0.8819223180483996	0.8420773751838864
U179865CM2017D11611	104717456	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	104282122	104282122	 90519607	1	0.868026	 86426335	0.954780	12715873772	6065769018	3382796087	3267308667	4201312548	0.743053	0.256947	0.641978	 89.76888	 96.29611	0.385211	0.266808	21.85434	0.015123	1.689405	0.982964	0.974766	0.965314	0.948345	0.914047	0.854033	0.386505	131531424	5.232051	5.361362	5.496061	5.636148	5.791321	6.799945	3.874068	1.818007	170821_NB501012_0180_AH52MKBGX3	13.2005794033721	Exomes	145110	0.875894149266074	0.8442836468885673
U136918CM2016D00759	104242504	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	103828686	103828686	 88568111	1	0.853022	 84562994	0.954779	12444837664	5772056737	3276441338	3396339589	3995961695	0.727088	0.272912	0.637902	 85.42216	 91.57537	0.368160	0.254875	21.24904	0.015108	1.665007	0.982901	0.974454	0.964159	0.944835	0.905498	0.836931	0.345989	113697382	5.327139	5.472027	5.633013	5.810098	5.993622	7.294391	3.010497	1.932712	170821_NB501012_0180_AH52MKBGX3	14.704205648085	Exomes	143488	0.8789585191793042	0.8387251895628903
U083154CF2017D12108	103377072	99.64%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	102931160	102931160	 90586354	1	0.880067	86615796	0.956168	12766291560	5886918701	3267065891	3612306968	4069357863	0.717043	0.282957	0.643099	 87.12203	 93.35147	0.378760	0.261820	21.12619	0.015874	1.637745	0.981929	0.973693	0.964432	0.947897	0.913351	0.850305	0.361876	139365501	5.248714	5.360772	5.478167	5.616906	5.751376	6.609424	2.864692	1.946460	170821_NB501039_0160_AH3WLFBGX3	11.9844685060499	Exomes	141739	0.8847035748805904	0.8423228610333077
